X,Y,out
0.674651983,0.004319896,0.674665813
0.094313074,0.004347492,0.094413222
0.555542031,0.004503577,0.555560285
0.236231287,0.004531275,0.236274742
0.809732068,0.00454202,0.809744806
0.545342551,0.004611379,0.545362048
0.825678835,0.004625572,0.825691791
0.358209119,0.004657178,0.358239392
0.60919803,0.005092883,0.609219318
0.257304573,0.005206006,0.257357234
0.414287746,0.005293584,0.414321564
0.912259188,0.005517949,0.912275876
0.321238545,0.005600401,0.321287359
0.819923722,0.005625817,0.819943022
0.879939543,0.005703992,0.87995803
0.578430452,0.005709147,0.578458626
0.624270505,0.005741176,0.624296904
0.717414147,0.005817088,0.71743773
0.852498075,0.005848977,0.852518139
0.631783266,0.005868827,0.631810524
0.102996961,0.00601166,0.103172254
0.802662563,0.006043645,0.802685316
0.577844141,0.006057584,0.577875891
0.252050927,0.006100041,0.252124732
0.934949542,0.006237109,0.934970346
0.213865519,0.006302777,0.213958373
0.682115242,0.00635382,0.682144834
0.292793394,0.006403221,0.292863403
0.536393646,0.006409195,0.536431935
0.568636688,0.006416968,0.568672894
0.416507957,0.006517592,0.416558948
0.888848354,0.006593748,0.888872811
0.147653475,0.006720065,0.147806319
0.787913597,0.006743369,0.787942453
0.124568498,0.006753875,0.124751455
0.360840489,0.006755861,0.360903727
0.779549407,0.006907763,0.779580012
0.980261796,0.007001448,0.980286799
0.720157523,0.007178187,0.720193297
0.264605012,0.007256578,0.264704496
0.250570501,0.007274438,0.250676073
0.270184718,0.007354787,0.270284803
0.029476692,0.007384128,0.030387509
0.280560356,0.007464181,0.280659629
0.835571402,0.007608682,0.835606044
0.517782689,0.007706479,0.517840036
0.461506373,0.007859962,0.4615733
0.595271605,0.007955278,0.595324761
0.390772029,0.00805575,0.390855054
0.636309519,0.008078633,0.636360801
0.956335615,0.00808611,0.956369799
0.898830763,0.008137502,0.898867598
0.013884582,0.00835829,0.016206253
0.250908665,0.00837569,0.251048423
0.79559785,0.008404179,0.795642237
0.13492775,0.008477915,0.135193834
0.28371892,0.008728629,0.283853156
0.378394165,0.008841567,0.378497447
0.470840609,0.008894071,0.470924605
0.727023059,0.008907702,0.727077627
0.125914157,0.009049379,0.126238925
0.404665195,0.009410398,0.404774598
0.732747845,0.009473241,0.73280908
0.694986711,0.009508122,0.695051748
0.321119973,0.009603467,0.321263542
0.663129493,0.009640477,0.663199565
0.133265147,0.009659275,0.133614748
0.67033966,0.009711106,0.670409998
0.046832988,0.010007843,0.047890351
0.408418804,0.010160616,0.408545172
0.754261585,0.010179527,0.754330274
0.528830927,0.01032182,0.528931649
0.078289837,0.010522044,0.078993747
0.043633058,0.010533206,0.044886436
0.710263043,0.010549964,0.710341391
0.437656197,0.010592096,0.437784352
0.632863858,0.010774473,0.632955568
0.977084082,0.010958122,0.977145529
0.912722761,0.011327988,0.912793055
0.677268851,0.011649492,0.677369033
0.299934988,0.011662722,0.30016165
0.680441214,0.011688431,0.680541597
0.349832957,0.011966536,0.350037563
0.545433731,0.012193115,0.545570002
0.053061284,0.012221978,0.05445068
0.952904213,0.012223323,0.952982607
0.425513537,0.012250774,0.425689854
0.241627354,0.012306581,0.241940551
0.509022219,0.012412783,0.509173543
0.572726036,0.012472009,0.572861819
0.211236211,0.012482112,0.211604679
0.667471242,0.01251177,0.667588499
0.577287651,0.012682108,0.577426938
0.270249317,0.012714062,0.270548223
0.528850028,0.012758886,0.529003914
0.13059957,0.01295656,0.131240696
0.279351362,0.012959528,0.279651807
0.392616865,0.013009581,0.392832346
0.263184012,0.01305626,0.263507666
0.811397245,0.013074744,0.81150258
0.384406087,0.013112655,0.384629668
0.088903583,0.013138306,0.089869139
0.21466567,0.013181371,0.215069985
0.510853051,0.013210076,0.511023821
0.911115472,0.013325179,0.911212908
0.917273922,0.013377332,0.917371463
0.993519729,0.013452814,0.993610804
0.646294462,0.013457051,0.646434547
0.85126268,0.013541113,0.851370373
0.878069869,0.01372972,0.878177203
0.308961243,0.013741497,0.309266679
0.895439875,0.013816971,0.89554647
0.021657884,0.013936465,0.025754398
0.898779826,0.013972508,0.898888428
0.181126868,0.013983345,0.181665837
0.704469521,0.014033844,0.704609292
0.2143806,0.014126795,0.214845544
0.064813545,0.014201735,0.066351223
0.302808622,0.014256738,0.303144052
0.522919905,0.014256786,0.523114216
0.926642283,0.014265662,0.926752087
0.446547972,0.014271891,0.446775982
0.665360106,0.014303574,0.665513834
0.453685311,0.014322271,0.453911323
0.035861248,0.014596769,0.038718146
0.252122128,0.014642271,0.252546953
0.457610901,0.014655462,0.457845519
0.571111594,0.014671888,0.571300024
0.858588555,0.014675104,0.85871396
0.845000668,0.014679325,0.845128162
0.505589998,0.014840374,0.505807753
0.186469575,0.015001328,0.187072024
0.286052863,0.015084461,0.286450312
0.078743678,0.01516006,0.080189739
0.46907597,0.015299815,0.46932542
0.316858146,0.015303257,0.31722748
0.601096333,0.015310607,0.601291291
0.299258315,0.015760316,0.299673032
0.480808276,0.015857518,0.481069703
0.578264223,0.01591107,0.57848308
0.751370584,0.016029589,0.75154155
0.311552876,0.016158492,0.311971619
0.98351176,0.016328958,0.983647303
0.894882327,0.016440203,0.895033329
0.438664796,0.016441051,0.438972791
0.163358155,0.016528561,0.164192205
0.753416544,0.016689515,0.753601372
0.938966242,0.017087281,0.939121706
0.79323676,0.017096946,0.793420987
0.299968412,0.017113,0.300456158
0.998888899,0.017233044,0.999037542
0.754886565,0.017297444,0.755084716
0.825701636,0.01733329,0.825883548
0.129083358,0.017387825,0.130249183
0.81012394,0.017395248,0.810310677
0.371053265,0.017411252,0.371461542
0.439267438,0.017458808,0.439614254
0.698849419,0.017466906,0.699067667
0.505030785,0.017629627,0.505338399
0.682268835,0.017638592,0.682496801
0.623514139,0.017665069,0.623764328
0.057904953,0.01767075,0.060541217
0.107260959,0.017686105,0.108709299
0.370949972,0.017693675,0.371371711
0.722231491,0.017818513,0.722451262
0.023995473,0.017968146,0.029977275
0.465202894,0.017989655,0.465550599
0.927287693,0.018033508,0.92746303
0.592454955,0.018073983,0.592730581
0.948151736,0.018094912,0.948324386
0.288368466,0.018192135,0.288941735
0.217796968,0.018229768,0.218558559
0.180296868,0.018252671,0.181218433
0.816113878,0.01844333,0.816322252
0.453045039,0.018712483,0.453431322
0.207118662,0.018756669,0.20796623
0.69304249,0.018781272,0.693296927
0.855535852,0.018815279,0.855742723
0.103795535,0.018874009,0.105497589
0.035025006,0.018981034,0.039837554
0.320021375,0.019131214,0.320592707
0.968800586,0.019209329,0.968991008
0.53704904,0.019291918,0.537395431
0.37882092,0.019380628,0.379316356
0.189634465,0.019506016,0.190635031
0.183966741,0.019510919,0.184998481
0.210857891,0.019602972,0.211767152
0.426488053,0.019660311,0.426940965
0.008758802,0.019678176,0.021539434
0.094480052,0.019763844,0.096525073
0.636285625,0.019787886,0.636593243
0.216431997,0.02005179,0.217358882
0.31935244,0.020085881,0.319983474
0.370963857,0.020183938,0.37151255
0.629538272,0.020210707,0.629862611
0.539729067,0.020302843,0.540110795
0.605271951,0.020625218,0.605623261
0.215657533,0.020706286,0.216649306
0.496755416,0.020744377,0.497188367
0.07748611,0.020776731,0.080223249
0.72860754,0.020883018,0.728906748
0.035533345,0.020962095,0.041255643
0.645655972,0.021004743,0.645997549
0.239589872,0.021020447,0.24051022
0.55541343,0.021124411,0.555815004
0.323453458,0.02119093,0.324146872
0.534807085,0.021229537,0.535228279
0.779507146,0.021248662,0.779796701
0.389070337,0.021297352,0.3896528
0.082426837,0.021344423,0.085145569
0.411249299,0.021377678,0.411804554
0.548923217,0.021441646,0.549341826
0.752425672,0.021632348,0.752736574
0.963167446,0.021672494,0.963411245
0.997124956,0.021797969,0.997363188
0.020372176,0.021908814,0.029916913
0.532053785,0.021947895,0.532506282
0.148699959,0.021978091,0.150315383
0.919627111,0.021986997,0.919889912
0.273088646,0.02206301,0.273978439
0.617386855,0.022075966,0.617781415
0.876483359,0.0221407,0.87676296
0.482882606,0.022422085,0.483402898
0.630183261,0.022597653,0.630588294
0.369384935,0.022640754,0.370078145
0.233893837,0.022642684,0.234987272
0.033805978,0.022664476,0.040700401
0.671026191,0.022666719,0.671408914
0.304687243,0.022741571,0.305534769
0.328367121,0.022766609,0.329155411
0.478712134,0.022879184,0.479258556
0.816121872,0.022992343,0.816445686
0.325684049,0.023049425,0.326498662
0.914391532,0.023162745,0.914684856
0.749872581,0.023253119,0.750233028
0.098827188,0.023280123,0.101532149
0.052051212,0.023350388,0.057048832
0.723250172,0.023356566,0.723627211
0.250094775,0.023383999,0.251185604
0.494457295,0.023403461,0.495010847
0.860011168,0.023419539,0.860329985
0.344955061,0.023477286,0.345753058
0.079303249,0.023548468,0.082725665
0.296865792,0.023592875,0.297801817
0.886154172,0.023613254,0.886468726
0.768980588,0.023695451,0.769345578
0.575834052,0.023696196,0.576321408
0.079207775,0.023867846,0.082725726
0.850217839,0.023957414,0.850555308
0.411803088,0.02411612,0.412508631
0.934659363,0.024171494,0.934971864
0.136796749,0.024302678,0.13893873
0.971662573,0.024400332,0.971968894
0.590475591,0.024539814,0.590985301
0.350407989,0.024668384,0.351275231
0.828234854,0.024814565,0.828606502
0.092973454,0.024816028,0.096228365
0.865510524,0.024961357,0.865870392
0.380767208,0.025021847,0.381588469
0.958235479,0.025117165,0.958564606
0.525714673,0.025305945,0.526323387
0.108346042,0.025343218,0.111270586
0.545321372,0.025358133,0.545910646
0.485475007,0.025669488,0.486153171
0.135798359,0.025830588,0.138233185
0.365195576,0.025863715,0.366110284
0.352457465,0.026096113,0.353422229
0.553372598,0.026149894,0.553990117
0.231438781,0.026340779,0.232932922
0.164251307,0.026381177,0.16635642
0.235485971,0.026422823,0.236963727
0.266743047,0.026649155,0.268070944
0.39608007,0.026651596,0.396975729
0.114998775,0.026662125,0.118049088
0.871816137,0.026720024,0.872225508
0.282934391,0.02688215,0.284208585
0.679890088,0.027198673,0.680433906
0.465939865,0.027226195,0.466734639
0.880798155,0.027267768,0.881220132
0.712117814,0.027275437,0.712639972
0.523227973,0.02738938,0.523944358
0.23822377,0.027478011,0.239803264
0.556861007,0.027534025,0.557541302
0.980323435,0.027556832,0.980710669
0.502039273,0.027609888,0.502797909
0.868615771,0.027777675,0.869059812
0.71582439,0.027952605,0.71636995
0.377491787,0.028051905,0.378532639
0.156071382,0.028066855,0.158574981
0.790772868,0.028092333,0.791271703
0.118812849,0.028111678,0.122093241
0.016672125,0.028136808,0.032705347
0.513088038,0.028207693,0.51386283
0.942063505,0.028217152,0.942485997
0.82852823,0.028350822,0.829013147
0.82818585,0.028402796,0.828672747
0.909213245,0.02844645,0.909658137
0.680849347,0.028682387,0.681453236
0.495563621,0.028730937,0.496395779
0.05180032,0.028789069,0.059262836
0.473089023,0.029013446,0.473977851
0.540177589,0.029079951,0.540959769
0.105807346,0.029224154,0.109769056
0.131305215,0.029311577,0.134537087
0.271003589,0.029317654,0.272584794
0.623099309,0.029353417,0.623790327
0.268565236,0.029470904,0.270177386
0.34766749,0.029507578,0.348917441
0.907843742,0.029622935,0.908326911
0.349363319,0.029644179,0.350618747
0.081628094,0.029770066,0.086887298
0.282843305,0.029820048,0.284410919
0.115365094,0.029975578,0.119195806
0.590261448,0.029977299,0.591022178
0.524576483,0.030005124,0.52543391
0.977155909,0.030067208,0.977618386
0.644809513,0.030182714,0.645515534
0.281315265,0.030198597,0.2829315
0.305160356,0.030204441,0.306651514
0.245419879,0.030215786,0.247272948
0.277137276,0.03028984,0.278787633
0.393817969,0.03032816,0.394984038
0.240932813,0.030360105,0.242838128
0.067821472,0.030379242,0.074314537
0.228666006,0.030422588,0.230680897
0.524615721,0.030435847,0.525497855
0.646363029,0.030489501,0.647081737
0.740268872,0.030575354,0.740900031
0.896772468,0.030731448,0.89729888
0.408592898,0.03079525,0.409751759
0.397980205,0.030797677,0.399170065
0.218956875,0.031242392,0.221174592
0.164016152,0.031299493,0.166975916
0.894310759,0.03140324,0.894861943
0.160438282,0.03146345,0.163494315
0.349853899,0.031679171,0.35128524
0.753513198,0.031837533,0.7541855
0.804958234,0.031956493,0.805592313
0.11007023,0.031977684,0.114621236
0.134968219,0.032019804,0.138714411
0.11739423,0.032038071,0.121687482
0.355973196,0.032362375,0.357441239
0.073906692,0.032493408,0.08073426
0.18581074,0.032495611,0.188630845
0.068937445,0.032762743,0.076326723
0.565158574,0.032797006,0.566109404
0.295054732,0.032803328,0.296872621
0.731176299,0.032821995,0.731912606
0.113967865,0.032830329,0.118602297
0.199609304,0.032892422,0.202301225
0.99503009,0.033046954,0.995578717
0.409512435,0.03307439,0.410845895
0.437620929,0.033086551,0.438869909
0.527292453,0.033113282,0.528331165
0.229697979,0.033152698,0.23207814
0.205797651,0.033202999,0.208458898
0.240666646,0.033434147,0.242977935
0.802914545,0.03344473,0.803610799
0.011947668,0.033606175,0.035666817
0.515942904,0.033690723,0.517041725
0.305306922,0.033726054,0.307164066
0.422296542,0.033911948,0.42365598
0.95929734,0.034011408,0.95990008
0.65114916,0.034018775,0.652037196
0.627577582,0.034154624,0.628506293
0.162947216,0.034273532,0.166512673
0.29087839,0.034299141,0.292893614
0.742168379,0.034452608,0.742967621
0.666216099,0.034469706,0.667107226
0.578444878,0.034497009,0.579472623
0.737824855,0.034724797,0.738641543
0.472590847,0.034725422,0.473864921
0.80265485,0.034864994,0.80341171
0.305990106,0.034897097,0.307973623
0.850201616,0.034970138,0.850920501
0.169282551,0.035067289,0.172876537
0.50729604,0.035173495,0.50851396
0.158735697,0.035174668,0.16258622
0.566925091,0.035245619,0.568019641
0.625056179,0.03540732,0.626058228
0.20509934,0.035476645,0.208144977
0.831245162,0.035547292,0.832004885
0.218401641,0.035563668,0.221278222
0.507371725,0.035590374,0.508618464
0.697212011,0.035618754,0.698121253
0.406545342,0.035771848,0.408116086
0.093707882,0.03597845,0.100377368
0.329847696,0.036190056,0.331827098
0.675013247,0.036283399,0.675987698
0.846155314,0.036385325,0.846937251
0.82599548,0.036582204,0.826805171
0.150675253,0.036680839,0.155075839
0.404720668,0.036706993,0.406381868
0.919236702,0.036735332,0.919970433
0.706256436,0.036761593,0.707212534
0.283979069,0.036942527,0.286371895
0.068903302,0.037091777,0.078252571
0.832568743,0.037195824,0.833399209
0.482535085,0.037266207,0.483971981
0.307327195,0.037287853,0.309580989
0.542243207,0.037291311,0.543523999
0.953128983,0.037320258,0.95385935
0.585787997,0.037468475,0.586985063
0.691282241,0.037482725,0.692297689
0.599233661,0.037484698,0.600404933
0.605566204,0.037500504,0.606726227
0.187649202,0.037531926,0.191365797
0.449313643,0.037542923,0.450879387
0.688471835,0.037688729,0.689502653
0.019164026,0.037693242,0.042285226
0.619687072,0.0377943,0.620838527
0.160016339,0.037911687,0.164446115
0.09425393,0.037926356,0.101598287
0.763507997,0.038112787,0.764458662
0.996487447,0.038258784,0.997221624
0.395029042,0.038491415,0.396899903
0.940296963,0.038521234,0.941085683
0.584380193,0.038552991,0.58565053
0.412248251,0.038566555,0.414048305
0.768938351,0.038779839,0.769915621
0.369740285,0.03899092,0.371790493
0.851387902,0.039196351,0.852289688
0.9697875,0.039212313,0.97057993
0.877359726,0.039237952,0.878236702
0.289979089,0.039276564,0.292626931
0.907141051,0.039287042,0.907991387
0.277042256,0.039328023,0.279819773
0.242172668,0.039409998,0.245358409
0.540548185,0.039749931,0.542007746
0.291893451,0.039873431,0.294604272
0.236312408,0.040107108,0.239691748
0.635761875,0.04020942,0.63703215
0.800143759,0.040224935,0.801154218
0.797480732,0.040244636,0.798495553
0.265638207,0.040276951,0.268674319
0.708342293,0.040310637,0.709488373
0.797296923,0.040322433,0.798315904
0.648544309,0.040340832,0.64979774
0.531068686,0.040348539,0.532599243
0.044694855,0.040471672,0.060295823
0.064077921,0.040769544,0.075948244
0.685824862,0.040776212,0.687035982
0.419163276,0.04081639,0.421145853
0.320413513,0.040839832,0.323005745
0.110311622,0.04097857,0.117677089
0.463388838,0.040988628,0.465198112
0.477418495,0.041343983,0.479205326
0.497981519,0.041398052,0.499699301
0.584170767,0.04145177,0.585639594
0.107500615,0.04160292,0.115270054
0.53766078,0.04168281,0.539274115
0.219776671,0.04183124,0.223722234
0.417949989,0.04193664,0.420048658
0.97161508,0.041969489,0.972521106
0.698302876,0.042304772,0.699583162
0.160532751,0.042348775,0.166024646
0.318046247,0.042350318,0.320853494
0.019060416,0.042524158,0.046600466
0.795039639,0.042536846,0.796176746
0.942369271,0.042618188,0.943332472
0.376112871,0.042623633,0.378520363
0.42457121,0.042693276,0.426712348
0.805864412,0.042789365,0.806999616
0.052123764,0.042859952,0.067482311
0.757313482,0.043059166,0.758536619
0.457868363,0.043176977,0.459899652
0.245662126,0.043224268,0.249435798
0.135395283,0.043274118,0.142142646
0.023990684,0.043314548,0.049514674
0.837187544,0.04338609,0.838311002
0.81006289,0.043490626,0.811229512
0.04434991,0.043507309,0.062127293
0.512393935,0.04350894,0.514237856
0.188394386,0.04370667,0.193397822
0.449578622,0.043744469,0.4517018
0.838409615,0.04385033,0.839555558
0.573709325,0.043860483,0.575383465
0.849897712,0.043926296,0.851032103
0.468341101,0.043945754,0.470398359
0.140186445,0.043979291,0.146923169
0.952210789,0.044109761,0.953231902
0.611953958,0.044118239,0.613542228
0.081813997,0.044134229,0.092958917
0.186400798,0.044236789,0.191578055
0.892473312,0.0443801,0.893576078
0.043257273,0.044497764,0.062058381
0.580930161,0.044615714,0.582640896
0.455794722,0.044718083,0.457983117
0.344935083,0.04488463,0.347843128
0.883088683,0.044956844,0.884232288
0.401559148,0.044998784,0.404072568
0.965561523,0.045097686,0.966614119
0.594049562,0.045257398,0.595771025
0.656362585,0.04536817,0.657928654
0.102599695,0.04537552,0.112185718
0.834442661,0.045379344,0.835675678
0.83828619,0.045436029,0.839516628
0.622614455,0.045476471,0.624273072
0.821795916,0.045559441,0.823057829
0.03342127,0.04575693,0.056662845
0.995006016,0.045778096,0.996058536
0.470729794,0.046022297,0.472974196
0.829617032,0.046151709,0.830899754
0.686719328,0.04622309,0.688273208
0.206427451,0.046253821,0.211545996
0.737372976,0.046276706,0.738823686
0.643514177,0.046329333,0.645179745
0.14771042,0.046399449,0.154826603
0.994787635,0.046552331,0.995876276
0.555934872,0.046717568,0.557894356
0.24798052,0.046728653,0.252344815
0.124408402,0.047022401,0.132998333
0.469201359,0.047029543,0.471552428
0.739251296,0.047035868,0.740746145
0.278133901,0.047114944,0.282096234
0.358451037,0.047180649,0.361542749
0.600246954,0.047211294,0.602100749
0.67139925,0.047388517,0.673069554
0.372173618,0.047406889,0.375180776
0.205529469,0.047600265,0.210969542
0.871377858,0.047666482,0.87268062
0.45214016,0.047751278,0.454654714
0.229043274,0.047762766,0.233970305
0.301597681,0.047964303,0.305387844
0.483474387,0.048057457,0.485856977
0.970070122,0.048084894,0.971261138
0.201257897,0.048113325,0.206929053
0.754525985,0.048214652,0.756064888
0.377618428,0.048237001,0.38068686
0.613939774,0.048267592,0.615834236
0.325156025,0.048312093,0.328725568
0.392174291,0.04833396,0.395141552
0.761892158,0.048350104,0.763424779
0.362057325,0.048377281,0.365275058
0.342582427,0.048386126,0.345982567
0.327175954,0.048518909,0.330753971
0.919277642,0.048615831,0.920562264
0.061169836,0.048680097,0.078176088
0.868367852,0.048697855,0.869732262
0.188159037,0.048730569,0.194366899
0.731294713,0.048872519,0.732925972
0.46935265,0.048967551,0.471900129
0.476242549,0.049005906,0.478757292
0.619429313,0.049033572,0.621367013
0.564420938,0.04905814,0.566548936
0.9892302,0.049166562,0.990451281
0.662953769,0.049337607,0.664787108
0.335554837,0.049500698,0.339186332
0.809093425,0.049502212,0.81060634
0.953849193,0.049570764,0.955136401
0.268962161,0.049578307,0.273493424
0.228150775,0.04963396,0.233487272
0.36064491,0.049752988,0.364060587
0.358238348,0.050000836,0.361710931
0.474020479,0.050009,0.476651146
0.622168502,0.050159028,0.62418713
0.474547644,0.05019134,0.477194548
0.336195975,0.050224237,0.339926769
0.24121512,0.050256708,0.246394949
0.395545911,0.050338567,0.398736177
0.135174478,0.050406164,0.14426684
0.009074046,0.050477727,0.051286833
0.86419447,0.050617082,0.865675558
0.881435821,0.050638779,0.88288923
0.712481788,0.050852025,0.714294215
0.264844408,0.05085342,0.269682463
0.6769368,0.051100437,0.678862789
0.280805762,0.051134418,0.285423553
0.4139307,0.051321057,0.417100078
0.451478239,0.051375858,0.454391989
0.024144728,0.051385058,0.056774924
0.329931049,0.051460687,0.333920199
0.410949946,0.05156551,0.4141725
0.048842833,0.051707995,0.071129032
0.805137132,0.051970017,0.806812669
0.837753361,0.05198589,0.839364776
0.788858827,0.052131849,0.790579521
0.091417612,0.052203468,0.105272892
0.103619987,0.052256669,0.116051114
0.94396477,0.052329272,0.94541411
0.416612704,0.052430675,0.419898941
0.827188246,0.05250894,0.828853173
0.564737552,0.052531919,0.567175551
0.098039908,0.052535947,0.111228815
0.856648189,0.052579091,0.858260264
0.966205708,0.052621204,0.967637567
0.739708129,0.052648289,0.741579367
0.776614323,0.052655241,0.778397316
0.966120044,0.052655601,0.967553902
0.931558294,0.052745881,0.933050364
0.719254419,0.052766484,0.721187369
0.872831134,0.052817183,0.874427724
0.199733023,0.05289745,0.206619023
0.337449313,0.052988207,0.341584234
0.943756852,0.053015022,0.945244724
0.684024064,0.053178425,0.686088088
0.331440591,0.053208052,0.335684319
0.374126853,0.05323324,0.377895065
0.686155995,0.053241103,0.688218471
0.359635267,0.053392409,0.363577054
0.5082937,0.05340295,0.511091343
0.460981891,0.053483498,0.46407412
0.915505477,0.053485438,0.917066503
0.377633592,0.053524976,0.381407987
0.062717277,0.053552036,0.082469857
0.118158707,0.05369236,0.129785783
0.466113408,0.05370298,0.469196888
0.783306755,0.053820899,0.785153591
0.132011499,0.053874653,0.142581606
0.384773501,0.053876311,0.388527095
0.008818494,0.053897422,0.054614082
0.075207755,0.054063304,0.092623146
0.346462467,0.054258601,0.350685381
0.376260065,0.054278309,0.380154931
0.741968998,0.054346636,0.743956686
0.489835103,0.054408613,0.492847568
0.538331381,0.054512979,0.541084411
0.628800392,0.054582335,0.631164927
0.788209149,0.054605011,0.79009833
0.625733014,0.054901592,0.62813692
0.720491677,0.054998926,0.722587807
0.742070236,0.055030177,0.744107893
0.314624103,0.055048164,0.319403548
0.915581677,0.055057597,0.9172356
0.869256446,0.055063818,0.870998733
0.941387282,0.05509432,0.94299809
0.94776712,0.055108105,0.949367904
0.820615503,0.055347123,0.822479852
0.973591597,0.0554256,0.975167983
0.407241071,0.055678336,0.411029642
0.545378674,0.055861634,0.548232086
0.627453522,0.055863779,0.62993546
0.239582491,0.055974481,0.246034373
0.439681499,0.056023793,0.443236377
0.735963173,0.056026576,0.738092656
0.321953302,0.05607311,0.32679982
0.938659938,0.056164315,0.94033872
0.908986934,0.056192812,0.910722174
0.362072561,0.056495829,0.366453706
0.018499076,0.056541552,0.059490864
0.831200344,0.056798154,0.833138669
0.398030958,0.056832713,0.402067906
0.448260217,0.056863063,0.451852443
0.386209859,0.056875943,0.390375369
0.902367593,0.057187577,0.90417791
0.466063548,0.057324808,0.469575728
0.766689085,0.057414808,0.768835882
0.035219901,0.057493472,0.067423592
0.458012405,0.057530557,0.461611447
0.380710125,0.057542732,0.38503424
0.962867152,0.057552457,0.96458563
0.379958781,0.057555564,0.384293271
0.710957726,0.057592599,0.713286615
0.316542641,0.057595904,0.321739851
0.016612478,0.057644247,0.05999028
0.035878059,0.057699199,0.067944335
0.683556974,0.057791288,0.685995605
0.050888433,0.057795455,0.077006151
0.912897284,0.057801937,0.914725377
0.129186268,0.057812386,0.1415322
0.526937527,0.057984263,0.530118225
0.56040459,0.058177743,0.563416324
0.260567103,0.058231022,0.266994508
0.012801894,0.058281382,0.05967083
0.979004404,0.058347118,0.98074156
0.355956479,0.058599457,0.360747711
0.587262287,0.058677314,0.590186429
0.130333928,0.058747347,0.142962175
0.336907087,0.058790431,0.341998099
0.386333621,0.058829224,0.390787083
0.705302363,0.059004444,0.707766168
0.581149914,0.059204731,0.584157875
0.886955685,0.05954577,0.888952241
0.230565186,0.059756455,0.238182994
0.052040205,0.059773911,0.079253412
0.057494032,0.059855436,0.082995403
0.636157078,0.059865233,0.638967662
0.591254507,0.060041666,0.594295291
0.089506003,0.060123585,0.107824719
0.92936514,0.060356474,0.931322966
0.11357048,0.060401661,0.128633645
0.628630114,0.060432122,0.631528195
0.682404304,0.060434769,0.685075175
0.163862188,0.060462507,0.174661191
0.160969083,0.060482109,0.171956772
0.913448515,0.060645146,0.91545946
0.447556727,0.06084921,0.451674274
0.977615318,0.060888941,0.979509659
0.271346003,0.060933301,0.278103435
0.889574676,0.060954521,0.891660562
0.625376867,0.060976837,0.628342582
0.879607455,0.061340057,0.881743657
0.875882411,0.06152902,0.878040897
0.580033439,0.061531,0.583287969
0.389621877,0.06153767,0.394451634
0.908220814,0.061539639,0.910303342
0.08681315,0.061623462,0.106461139
0.167238365,0.061671833,0.17824726
0.048110782,0.061843436,0.078353417
0.489590004,0.061981985,0.49349786
0.845526221,0.061982802,0.847795056
0.365382801,0.062051294,0.370614293
0.515773368,0.062140358,0.519503216
0.123440424,0.062142342,0.138199887
0.018648937,0.062142907,0.064880843
0.408393761,0.062167829,0.413098418
0.279792139,0.062198848,0.286622291
0.32536596,0.062210655,0.331259979
0.232562213,0.062236773,0.240745921
0.301203888,0.062276165,0.307574548
0.982647331,0.062304288,0.984620536
0.016957205,0.062316368,0.064582324
0.475964414,0.062343429,0.480030027
0.916211887,0.062383359,0.918333221
0.527328835,0.062477308,0.531017056
0.67810534,0.0625421,0.680983382
0.712548787,0.062585583,0.715292058
